Enc,Nombre,Pregunta,Rta1,Rta2,Fecha
Rosario202101,Nombre537 Apellido537,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-01 12:51:39
Rosario202101,Nombre567 Apellido567,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-01 13:00:22
Rosario202101,Nombre599 Apellido599,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,1 para Muy buena,1,2021-02-01 13:10:08
Rosario202101,Nombre620 Apellido620,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,1 para Muy buena,1,2021-02-01 13:18:22
Rosario202101,Nombre621 Apellido621,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,2 para Buena,2,2021-02-01 13:18:25
Rosario202101,Nombre661 Apellido661,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,3 para Regular,3,2021-02-01 13:29:31
Rosario202101,Nombre681 Apellido681,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-01 13:32:33
Rosario202101,Nombre687 Apellido687,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,4 para Mala,4,2021-02-01 13:34:00
Rosario202101,Nombre787 Apellido787,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,2 para Buena,2,2021-02-01 13:48:11
Rosario202101,Nombre844 Apellido844,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,3 para Regular,3,2021-02-01 13:56:20
Rosario202101,Nombre915 Apellido915,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,1 para Muy buena,1,2021-02-01 14:06:05
Rosario202101,Nombre925 Apellido925,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-01 14:07:48
Rosario202101,Nombre934 Apellido934,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-01 14:09:14
Rosario202101,Nombre983 Apellido983,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,3 para Regular,3,2021-02-01 14:16:27
Rosario202101,Nombre1042 Apellido1042,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,1 para Muy buena,1,2021-02-01 14:23:22
Rosario202101,Nombre1085 Apellido1085,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,1 para Muy buena,1,2021-02-01 14:29:22
Rosario202101,Nombre1124 Apellido1124,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,9 para No sabe,9,2021-02-01 14:35:23
Rosario202101,Nombre1126 Apellido1126,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,9 para No sabe,9,2021-02-01 14:36:31
Rosario202101,Nombre1138 Apellido1138,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,2 para Buena,2,2021-02-01 14:38:20
Rosario202101,Nombre1164 Apellido1164,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-01 14:42:15
Rosario202101,Nombre1162 Apellido1162,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,3 para Regular,3,2021-02-01 14:43:04
Rosario202101,Nombre1171 Apellido1171,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-01 14:45:25
Rosario202101,Nombre1203 Apellido1203,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,3 para Regular,3,2021-02-01 14:52:17
Rosario202101,Nombre1240 Apellido1240,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,2 para Buena,2,2021-02-01 14:59:54
Rosario202101,Nombre1296 Apellido1296,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,2 para Buena,2,2021-02-01 15:06:53
Rosario202101,Nombre1319 Apellido1319,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,3 para Regular,3,2021-02-01 15:10:39
Rosario202101,Nombre1332 Apellido1332,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,4 para Mala,4,2021-02-01 15:12:09
Rosario202101,Nombre1336 Apellido1336,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,1 para Muy buena,1,2021-02-01 15:12:22
Rosario202101,Nombre1340 Apellido1340,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,2 para Buena,2,2021-02-01 15:13:15
Rosario202101,Nombre1424 Apellido1424,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,4 para Mala,4,2021-02-01 15:27:28
Rosario202101,Nombre1474 Apellido1474,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,3 para Regular,3,2021-02-01 15:39:57
Rosario202101,Nombre1500 Apellido1500,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,3 para Regular,3,2021-02-01 15:46:16
Rosario202101,Nombre1515 Apellido1515,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,1 para Muy buena,1,2021-02-01 15:48:11
Rosario202101,Nombre1521 Apellido1521,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,4 para Mala,4,2021-02-01 15:49:20
Rosario202101,Nombre1531 Apellido1531,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,2 para Buena,2,2021-02-01 15:51:12
Rosario202101,Nombre1574 Apellido1574,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-01 16:01:10
Rosario202101,Nombre1671 Apellido1671,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-01 16:32:21
Rosario202101,Nombre1689 Apellido1689,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,1 para Muy buena,1,2021-02-01 16:37:22
Rosario202101,Nombre1712 Apellido1712,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,1 para Muy buena,1,2021-02-01 16:42:18
Rosario202101,Nombre1753 Apellido1753,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,2 para Buena,2,2021-02-01 16:56:18
Rosario202101,Nombre1837 Apellido1837,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,4 para Mala,4,2021-02-01 17:19:40
Rosario202101,Nombre1851 Apellido1851,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,4 para Mala,4,2021-02-01 17:23:16
Rosario202101,Nombre1866 Apellido1866,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,2 para Buena,2,2021-02-01 17:27:39
Rosario202101,Nombre1888 Apellido1888,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,3 para Regular,3,2021-02-01 17:33:41
Rosario202101,Nombre1953 Apellido1953,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,1 para Muy buena,1,2021-02-01 17:51:11
Rosario202101,Nombre1958 Apellido1958,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,1 para Muy buena,1,2021-02-01 17:52:29
Rosario202101,Nombre1970 Apellido1970,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-01 17:54:22
Rosario202101,Nombre1978 Apellido1978,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,1 para Muy buena,1,2021-02-01 17:56:40
Rosario202101,Nombre1997 Apellido1997,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,1 para Muy buena,1,2021-02-01 17:59:30
Rosario202101,Nombre2019 Apellido2019,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-01 18:02:30
Rosario202101,Nombre2074 Apellido2074,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,1 para Muy buena,1,2021-02-01 18:10:21
Rosario202101,Nombre2092 Apellido2092,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,4 para Mala,4,2021-02-01 18:13:24
Rosario202101,Nombre2114 Apellido2114,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,2 para Buena,2,2021-02-01 18:17:16
Rosario202101,Nombre2151 Apellido2151,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-01 18:22:35
Rosario202101,Nombre2294 Apellido2294,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,3 para Regular,3,2021-02-01 18:43:26
Rosario202101,Nombre2307 Apellido2307,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,1 para Muy buena,1,2021-02-01 18:45:13
Rosario202101,Nombre2313 Apellido2313,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,2 para Buena,2,2021-02-01 18:47:06
Rosario202101,Nombre2352 Apellido2352,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,2 para Buena,2,2021-02-01 18:53:36
Rosario202101,Nombre2362 Apellido2362,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,1 para Muy buena,1,2021-02-01 18:54:58
Rosario202101,Nombre2383 Apellido2383,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-01 18:58:34
Rosario202101,Nombre2400 Apellido2400,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,2 para Buena,2,2021-02-01 19:02:45
Rosario202101,Nombre2407 Apellido2407,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-01 19:03:24
Rosario202101,Nombre2459 Apellido2459,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,1 para Muy buena,1,2021-02-01 19:13:20
Rosario202101,Nombre2499 Apellido2499,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,3 para Regular,3,2021-02-01 19:20:23
Rosario202101,Nombre2513 Apellido2513,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,3 para Regular,3,2021-02-01 19:23:22
Rosario202101,Nombre2672 Apellido2672,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-01 19:51:07
Rosario202101,Nombre2833 Apellido2833,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 11:47:31
Rosario202101,Nombre2900 Apellido2900,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,4 para Mala,4,2021-02-02 11:58:37
Rosario202101,Nombre2927 Apellido2927,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 12:02:46
Rosario202101,Nombre2974 Apellido2974,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 12:13:20
Rosario202101,Nombre3058 Apellido3058,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,1 para Muy buena,1,2021-02-02 12:34:32
Rosario202101,Nombre3088 Apellido3088,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 12:41:27
Rosario202101,Nombre3113 Apellido3113,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 12:48:29
Rosario202101,Nombre3140 Apellido3140,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,3 para Regular,3,2021-02-02 12:52:23
Rosario202101,Nombre3170 Apellido3170,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 12:59:30
Rosario202101,Nombre3192 Apellido3192,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,3 para Regular,3,2021-02-02 13:04:37
Rosario202101,Nombre3203 Apellido3203,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,1 para Muy buena,1,2021-02-02 13:06:19
Rosario202101,Nombre3208 Apellido3208,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,4 para Mala,4,2021-02-02 13:07:39
Rosario202101,Nombre3230 Apellido3230,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 13:13:38
Rosario202101,Nombre3300 Apellido3300,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 13:31:52
Rosario202101,Nombre3372 Apellido3372,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,3 para Regular,3,2021-02-02 13:49:27
Rosario202101,Nombre3400 Apellido3400,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 13:54:40
Rosario202101,Nombre3427 Apellido3427,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 13:59:33
Rosario202101,Nombre3496 Apellido3496,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 14:14:24
Rosario202101,Nombre3498 Apellido3498,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 14:14:40
Rosario202101,Nombre3539 Apellido3539,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,4 para Mala,4,2021-02-02 14:29:59
Rosario202101,Nombre3607 Apellido3607,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,3 para Regular,3,2021-02-02 14:48:08
Rosario202101,Nombre3693 Apellido3693,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,1 para Muy buena,1,2021-02-02 15:09:34
Rosario202101,Nombre3704 Apellido3704,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 15:11:25
Rosario202101,Nombre3701 Apellido3701,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 15:11:39
Rosario202101,Nombre3782 Apellido3782,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,3 para Regular,3,2021-02-02 15:23:22
Rosario202101,Nombre3781 Apellido3781,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 15:23:47
Rosario202101,Nombre3867 Apellido3867,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 15:42:23
Rosario202101,Nombre3956 Apellido3956,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,3 para Regular,3,2021-02-02 15:58:55
Rosario202101,Nombre3998 Apellido3998,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 16:06:32
Rosario202101,Nombre4077 Apellido4077,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,4 para Mala,4,2021-02-02 16:24:21
Rosario202101,Nombre4086 Apellido4086,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 16:25:36
Rosario202101,Nombre4168 Apellido4168,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,2 para Buena,2,2021-02-02 16:37:42
Rosario202101,Nombre4239 Apellido4239,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 16:48:31
Rosario202101,Nombre4259 Apellido4259,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 16:51:59
Rosario202101,Nombre4278 Apellido4278,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,5 para Muy Mala,5,2021-02-02 16:54:52
Rosario202101,Nombre4289 Apellido4289,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,9 para No sabe,9,2021-02-02 16:56:28
Rosario202101,Nombre4327 Apellido4327,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,4 para Mala,4,2021-02-02 17:02:23
Rosario202101,Nombre4339 Apellido4339,¿Cómo califica la gestión del gobierno nacional que conduce Alberto Fernández?. 1 para Muy buena- 2 para Buena- 3 para Regular- 4 para Mala- 5 para Muy Mala- 9 para No sabe.,3 para Regular,3,2021-02-02 17:03:19
